making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2006,F2006B07182,AD/SWSA226/42 Amdt 1 - Prohibition of Flight into Known Icing Conditions - Placard,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2021,F2021L00027,Statement of Principles concerning otitis externa (Balance of Probabilities) (No. 26 of 2021),Secondary,Statement of Principles (RMA),O,Public Administration and Safety,4,4
2009,F2009L03440,AD/DHC-8/151 - Spoiler Upload Valves and Rudder Shutoff Valves,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2017,F2017L00732,"Determination of Degrees, Diplomas and Certificates No. 2017/2",Secondary,Other Instrument,J,Information Media and Telecommunications,0,0
2018,F2018L00506,National Disability Insurance Scheme (Participating Jurisdiction) Specification 2018,Secondary,Other Instrument,Q,Health Care and Social Assistance,0,1
2025,F2025L00471,CASA EX35/25 — Cessna Aircraft (Supplemental Inspection Documents’ Requirements) Exemption 2025,Secondary,Aviation - CASA Instrument,N,Administrative and Support Services,4,5
2005,F2005L02674,Tariff Concession Order 0508311,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L03584,AD/ERJ-190/16 - Fasteners at Bulkhead 1,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2019,F2019L00460,Federal Financial Relations (General Purpose Financial Assistance) Determination No. 118 (December 2018),Secondary,Determination,K,Financial and Insurance Services,0,0
2008,F2008L03014,Tariff Concession Order 0802908,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B09813,AD/F28/79 Amdt 1 - Main Landing Gear Torque Link Dampers,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2012,F2012L00620,Tariff Concession Order 1135313,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L00265,Tariff Concession Order 0618146,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2024,F2024L00192,Legislation (Deferral of Sunsetting—Migration Agents Instruments) Certificate 2024,Secondary,Instrument,U,Unclassified,0,0
2007,F2007L03449,Tariff Concession Revocation Order HS2007/615A - Tariff Concession Order 0614613,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2004,C2004A00312,Authorised Non-operating Holding Companies Supervisory Levy Imposition Act 1998,Primary,Act,K,Financial and Insurance Services,0,2
2019,F2019L00795,Biosecurity (First Point of Entry—Port of Port Kennedy) Determination 2019,Secondary,Biosecurity,I,"Transport, Postal and Warehousing",5,7
2006,F2006B03706,AD/BEECH 200/52 - Engine Mount Assembly Attachment Bolts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2010,F2010L00016,Tariff Concession Order 0914505,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L03958,AD/DO 328/7 - Relays 32HB and 36HB,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L03018,Tariff Concession Order 0804429,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L03428,Tariff Concession Revocation Order HS2007/261A - Tariff Concession Order 0614195,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L02281,Tariff Concession Order 0606866,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L03019,AD/WILGA/5 - Fuselage Front Posts,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,0,0
2006,F2006B02764,AD/B727/61 Amdt 2 - Rear Pressure Bulkhead Vertical Beams,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005L02310,AD/TBM 700/43 - Aileron Control Cable Pulleys,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005L03983,Tariff Concession Revocation Order 30/2005 - Tariff Concession Order 0515429,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02301,AD/AL 60/5 - Wing Upper Skin Inspection at Aileron Hinge,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2023,F2023L01624,Food Standards (Proposal P1062 – Defining added sugars for claims) Variation,Secondary,Standard,O,Public Administration and Safety,0,0
2018,C2018A00153,Modern Slavery Act 2018,Primary,Act,O,Public Administration and Safety,44,52
2006,F2006B06753,AD/SAAB/3 Amdt 1 - Main Spar Carry Through (U Profile) Corrosion,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A00464,A New Tax System (Luxury Car Tax Imposition—Customs) Act 1999,Primary,Act,O,Public Administration and Safety,0,0
2007,F2007L03078,Tariff Concession Revocation Order HS2007/635A - Tariff Concession Order 0614633,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2024,C2024A00124,Help to Buy Act 2024,Primary,Act,L,"Rental, Hiring and Real Estate Services",25,34
2006,F2006B09180,AD/DHC-8/25 - Power Cable Connectors,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",1,1
2006,F2006B09157,AD/DHC-6/7 Amdt 1 - Elevator Rear Spar - Inspection and Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10755,AD/HU 369/90 - Tail Rotor Blade Abrasion Strip,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L01189,AD/S-92/6 - Main Gearbox Filter Bowl Assembly Mounting Studs,Secondary,Aviation - Airworthiness Directive,L,"Rental, Hiring and Real Estate Services",0,0
2006,F2006B04973,AD/CESSNA 170/45 - Rudder Trim/Nose Gear Steering Bungee,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B03227,AD/B747/47 - Upper Deck Type A Door - Power and Slide Deployment Mechanism Fasteners,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2004,C2004A02887,Torres Strait Fisheries Act 1984,Primary,Act,A,"Agriculture, Forestry and Fishing",290,362
2005,F2005L03928,AD/DO 328/31 - Flight Attendant's Panel 19VE,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2011,F2011L00532,Tariff Concession Order 1050462,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L03665,Tariff Concession Order 0613888,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L01757,Tariff Concession Order 0844020,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L01309,Fisheries Management (Fish Receiver Permits) Declaration 2018,Secondary,Declaration,A,"Agriculture, Forestry and Fishing",0,0
2006,F2006B04244,AD/BEECH 90/56 Amdt 3 - Fuselage Structural Fatigue,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,0,0
2006,F2006B11203,AD/LYC/76 Amdt 6 - Propeller Attachment Flange,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2004,C2004A00319,Retirement Savings Account Providers Supervisory Levy Imposition Act 1998,Primary,Act,K,Financial and Insurance Services,1,3
2006,C2006A00035,Cancer Australia Act 2006,Primary,Act,O,Public Administration and Safety,8,11
2006,F2006B08059,AD/CESSNA 208/7 - Flap Bellcrank,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L04123,Tariff Concession Order 0712169,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2021,F2021L01454,Statement of Principles concerning chronic fatigue syndrome (Balance of Probabilities) (No. 106 of 2021),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2007,F2007L02354,AD/B717/22 - First Officer Pitot Static Heater System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2009,F2009L00607,Tariff Concession Order 0836431,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L02338,Tariff Concession Order 1105243,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2015,C2015A00017,Excess Exploration Credit Tax Act 2015,Primary,Act,K,Financial and Insurance Services,0,0
2006,F2006L00150,Tariff Concession Order 0513536,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L00968,Tariff Concession Order 0620219,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B09912,AD/F50/81 - TCAS Antenna Structural Provisions,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2012,F2012L00493,Tariff Concession Order 1132920,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00268,Tariff Concession Order 1045125,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06894,AD/SD3-60/48 Amdt 2 - Stub Wing Shear Deck and Rib Corrosion,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2015,F2015L02051,International Organisations (Privileges and Immunities—Nauru Trust Fund) Regulation 2015,Secondary,Regulation,K,Financial and Insurance Services,0,0
2021,F2021L00406,Auditing Standard ASA 220 Quality Management for an Audit of a Financial Report and Other Historical Financial Information,Secondary,Standard,K,Financial and Insurance Services,63,76
2017,F2017L00635,Charter of the United Nations (Sanctions – Democratic People’s Republic of Korea) (Luxury Goods) Instrument 2017,Secondary,Instrument,O,Public Administration and Safety,0,0
2008,F2008L00938,National Transport Commission (Model Rail Safety (Amendment No. 1) Bill) Regulations 2008,Secondary,Regulation,I,"Transport, Postal and Warehousing",12,12
2020,F2020L01624,Federal Financial Relations (General Purpose Financial Assistance—2020-21 Payment No. 6) Determination 2020,Secondary,Determination,K,Financial and Insurance Services,0,0
2025,F2025L00343,Fair Entitlements Guarantee (Oceania Glass Pty Ltd in Administration) Declaration 2025,Secondary,Declaration,O,Public Administration and Safety,0,0
2006,F2006B09365,AD/ECUREUIL/59 Amdt 4 - Tail Rotor Hub Pitch Change Bearings,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,3,3
2006,F2006B09485,AD/EMB-110/45 - Rudder Tab System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2023,F2023L01159,ASIC Corporations (Investor Directed Portfolio Services Provided Through a Registered Managed Investment Scheme) Instrument 2023/668,Secondary,Instrument,K,Financial and Insurance Services,40,48
2006,F2006B07359,AD/TBM 700/12 Amdt 1 - Flap Rail Fittings,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L01833,AD/CESSNA 208/21 Amdt 1 - Low Airspeed Awareness System,Secondary,Aviation - Airworthiness Directive,C,Manufacturing,3,7
2007,F2007L03136,Tariff Concession Revocation Order HS2007/118A - Tariff Concession Order 0614047,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2015,F2015L01869,Imported Food Charges (Imposition—Customs) Regulation 2015,Secondary,Regulation,O,Public Administration and Safety,0,1
2010,F2010L01441,AD/HS 125/89 Amdt 3 - Elevator Mass Balance Side Plate and Spigot,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,0,0
2006,F2006B06105,AD/PC-12/42 - Passenger Oxygen System Pipes,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2006,F2006B10272,AD/GENERAL/39 Amdt 3 - Generator System Warning Placard - Installation,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2023,C2023A00119,Public Health (Tobacco and Other Products) (Consequential Amendments and Transitional Provisions) Act 2023,Primary,Act,Q,Health Care and Social Assistance,3,11
2011,F2011L02099,Tariff Concession Order 1104619,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02617,AD/B717/2 - Loss of Altitude Information,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2008,F2008B00147,Superannuation (CSS) Productivity Contribution Declaration No. 3,Secondary,Declaration,K,Financial and Insurance Services,0,0
2006,F2006B03264,AD/B747/87 - Aural and Master Fire Warning Systems,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2020,F2020L00500,Statement of Principles concerning polyarteritis nodosa (Reasonable Hypothesis) (No. 33 of 2020),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2025,C2025A00069,National Environmental Protection Agency Act 2025,Primary,Act,O,Public Administration and Safety,42,49
2006,F2006B05638,AD/PA-28/84 - Nose Landing Gear - Inspection and Modification Parts I and II,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L00175,Tariff Concession Order 0617790,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L02695,AD/AE 3007/4 Amdt 1 - Starter Adapter Drain,Secondary,Aviation - Airworthiness Directive,B,Mining,2,2
2013,F2013L00998,Higher Education Provider Approval No. 3 of 2013,Secondary,Approval,P,Education and Training,2,2
2006,F2006B10575,AD/HU 269/10 - Lower Coupling Drive Shaft - Inspection and Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2010,F2010L01114,Tariff Concession Order 0938934,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L01165,Migration (LIN 19/063: Class of Substantive Visa) Instrument 2019,Secondary,Instrument,O,Public Administration and Safety,0,0
2007,F2007L02822,Tariff Concession Revocation Order HS2007/330A - Tariff Concession Order 0614284,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02595,AD/B-2/23 - Main Rotor Blades - Inspection and Replacement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B10672,AD/HU 369/112 - Main Rotor Drive Shaft,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07393,AD/TECNAM/1 - Fin Rear Spar,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L02836,Tariff Concession Revocation Order HS2007/701A - Tariff Concession Order 0614777,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2014,F2014L01758,"Classification (Publications, Films and Computer Games) (Markings and Consumer Advice) Determination 2014",Secondary,Determination,G,Retail Trade,31,33
2019,F2019L01314,"AD/AIRCON/12 Amdt 5 Hartzell Engine Technologies, Kelly Aerospace Power Systems, and Janaero Devices - Cabin Combustion Heaters",Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",14,14
2006,F2006B07108,AD/S-PUMA/31 Amdt 1 - Tail Rotor Blade De-icing Rotating Collector,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2007,F2007L04955,Tariff Concession Order 0713587,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06800,AD/SC7/26 Amdt 2 - Wing Attachment Bushes in Fuselage Front and Rear Spar Frames,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2019,F2019L01476,Social Security (Declared Overseas Terrorist Act) Declaration 2019—Karachi 2002,Secondary,Declaration,O,Public Administration and Safety,0,0
2006,F2006L01101,AD/CONVAIR/6 - Elevator Outer Torque Tube Assembly,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2006,F2006B07974,Airworthiness Directives 2004 - Revocation and Remaking - Pratt and Whitney Canada Turbine Engines - PW500 Series,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2007,F2007B00238,"Importation of Arms, Ammunition and Explosives Ordinance 1992 (CKI)",Secondary,Other Instrument,O,Public Administration and Safety,13,23
2004,C2004A03291,Income Tax (Securities and Agreements) (Withholding Tax Recoupment) Act 1986,Primary,Act,K,Financial and Insurance Services,3,3
2008,F2008L00839,Tariff Concession Order 0720906,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B04279,AD/BEECH 90/96 - Landing Gear Emergency Hand Pump - Faulty Component Replacement,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2019,F2019L01451,"Migration (LIN 19/215: Sponsorship Applications and Nominations for Subclass 407, 457, 482 and 494 Visas) Instrument 2019",Secondary,Instrument,O,Public Administration and Safety,10,12
2011,F2011L02323,Tariff Concession Order 1106403,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
